"filename", "language", "Vue", "JSON", "JavaScript", "SASS", "HTML", "XML", "comment", "blank", "total"
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\index\templates\powerManage\indPowerSet.vue", "Vue", 10, 0, 0, 0, 0, 0, 0, 3, 13
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\index\templates\powerManage\powerManage.vue", "Vue", 295, 0, 0, 0, 0, 0, 13, 8, 316
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\index\templates\specialReport\specialReport.vue", "Vue", 482, 0, 0, 0, 0, 0, 30, 68, 580
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\index\templates\sysDemand\model\demandDetails.vue", "Vue", 231, 0, 0, 0, 0, 0, 2, 12, 245
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\index\templates\sysDemand\model\demandEdit.vue", "Vue", 182, 0, 0, 0, 0, 0, 4, 17, 203
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\index\templates\sysDemand\model\demandView.vue", "Vue", 76, 0, 0, 0, 0, 0, 8, 10, 94
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\index\templates\sysDemand\sysDemand.vue", "Vue", 637, 0, 0, 0, 0, 0, 8, 27, 672
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\index\templates\sysMenuAdministration\sysMenu.vue", "Vue", 561, 0, 0, 0, 0, 0, 0, 3, 564
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\index\templates\sysMenuAdministration\sysMenuAdministration.vue", "Vue", 23, 0, 0, 0, 0, 0, 0, 3, 26
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\index\templates\sysNotice\model\noticeEdit.vue", "Vue", 155, 0, 0, 0, 0, 0, 3, 16, 174
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\index\templates\sysNotice\model\showNoticeMsg.vue", "Vue", 101, 0, 0, 0, 0, 0, 2, 10, 113
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\index\templates\sysNotice\sysNotice.vue", "Vue", 453, 0, 0, 0, 0, 0, 6, 24, 483
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\index\templates\sysOperationLog\sysOperationLog.vue", "Vue", 618, 0, 0, 0, 0, 0, 92, 34, 744
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\index\templates\sysRoleAdministration\component\roleEditWin.vue", "Vue", 186, 0, 0, 0, 0, 0, 1, 1, 188
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\index\templates\sysRoleAdministration\component\roleLimit.vue", "Vue", 239, 0, 0, 0, 0, 0, 2, 1, 242
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\index\templates\sysRoleAdministration\sysRole.vue", "Vue", 321, 0, 0, 0, 0, 0, 1, 1, 323
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\index\templates\sysRoleAdministration\sysRoleAdministration.vue", "Vue", 30, 0, 0, 0, 0, 0, 0, 2, 32
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\index\templates\sysUserAdministration\sysUserAdministration.vue", "Vue", 38, 0, 0, 0, 0, 0, 4, 4, 46
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\index\templates\system\system.vue", "Vue", 11, 0, 0, 0, 0, 0, 0, 0, 11
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\index\templates\userManage\userEdit.vue", "Vue", 1060, 0, 0, 0, 0, 0, 98, 24, 1182
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\index\templates\userManage\userList.vue", "Vue", 306, 0, 0, 0, 0, 0, 7, 13, 326
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\login\App.vue", "Vue", 280, 0, 0, 0, 0, 0, 13, 28, 321
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\login\login.html", "HTML", 0, 0, 0, 0, 17, 0, 0, 0, 17
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\login\login.js", "JavaScript", 0, 0, 15, 0, 0, 0, 3, 3, 21
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\relation\App.vue", "Vue", 948, 0, 0, 0, 0, 0, 46, 59, 1053
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\relation\components\OperateMenu\OperateMenu.vue", "Vue", 72, 0, 0, 0, 0, 0, 0, 1, 73
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\relation\components\OperateMenu\OperateMenuData.js", "JavaScript", 0, 0, 55, 0, 0, 0, 0, 1, 56
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\relation\components\OperateMenu\dataSetGroupEdit.vue", "Vue", 410, 0, 0, 0, 0, 0, 25, 46, 481
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\relation\components\icon\hang-cao-zuo.svg", "XML", 0, 0, 0, 0, 0, 1, 0, 0, 1
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\relation\components\icon\icon-tuozhuai.svg", "XML", 0, 0, 0, 0, 0, 1, 0, 0, 1
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\relation\components\mixins\action-handler.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 1, 8
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\relation\components\mixins\query-item.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 1, 8
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\relation\components\mixins\scrollable.js", "JavaScript", 0, 0, 76, 0, 0, 0, 2, 2, 80
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\relation\components\relative.vue", "Vue", 3555, 0, 0, 0, 0, 0, 254, 273, 4082
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\relation\components\showContent.vue", "Vue", 350, 0, 0, 0, 0, 0, 93, 18, 461
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\relation\components\sideBar.vue", "Vue", 209, 0, 0, 0, 0, 0, 46, 10, 265
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\relation\relation.html", "HTML", 0, 0, 0, 0, 17, 0, 0, 1, 18
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\relation\relation.js", "JavaScript", 0, 0, 41, 0, 0, 0, 3, 7, 51
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\report\App.vue", "Vue", 412, 0, 0, 0, 0, 0, 6, 12, 430
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\report\common\common.js", "JavaScript", 0, 0, 13, 0, 0, 0, 7, 3, 23
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\report\components\editCompute.vue", "Vue", 309, 0, 0, 0, 0, 0, 20, 2, 331
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\report\components\editDim.vue", "Vue", 286, 0, 0, 0, 0, 0, 30, 7, 323
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\report\components\editGdl.vue", "Vue", 172, 0, 0, 0, 0, 0, 10, 3, 185
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\report\components\filterConfig.vue", "Vue", 693, 0, 0, 0, 0, 0, 23, 9, 725
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\report\components\getFile.vue", "Vue", 341, 0, 0, 0, 0, 0, 8, 4, 353
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\report\components\leftAside.vue", "Vue", 1108, 0, 0, 0, 0, 0, 64, 17, 1189
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\report\components\reportContent.vue", "Vue", 273, 0, 0, 0, 0, 0, 11, 2, 286
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\report\report.html", "HTML", 0, 0, 0, 0, 17, 0, 0, 1, 18
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\report\report.js", "JavaScript", 0, 0, 39, 0, 0, 0, 3, 9, 51
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\report\router\index.js", "JavaScript", 0, 0, 11, 0, 0, 0, 2, 3, 16
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\repshow\App.vue", "Vue", 641, 0, 0, 0, 0, 0, 28, 10, 679
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\repshow\repshow.html", "HTML", 0, 0, 0, 0, 18, 0, 0, 1, 19
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\repshow\repshow.js", "JavaScript", 0, 0, 61, 0, 0, 0, 12, 8, 81
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\repshow\store\actions.js", "JavaScript", 0, 0, 12, 0, 0, 0, 1, 4, 17
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\repshow\store\getters.js", "JavaScript", 0, 0, 4, 0, 0, 0, 0, 0, 4
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\repshow\store\index.js", "JavaScript", 0, 0, 41, 0, 0, 0, 10, 6, 57
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\pages\repshow\store\mutations.js", "JavaScript", 0, 0, 12, 0, 0, 0, 1, 4, 17
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\Tree.vue", "Vue", 185, 0, 0, 0, 0, 0, 1, 7, 193
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\VueContextMenu.vue", "Vue", 202, 0, 0, 0, 0, 0, 2, 4, 208
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\buildNewTable.vue", "Vue", 178, 0, 0, 0, 0, 0, 17, 2, 197
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\buildNewTable2.vue", "Vue", 749, 0, 0, 0, 0, 0, 128, 8, 885
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\canvasMap.vue", "Vue", 738, 0, 0, 0, 0, 0, 96, 17, 851
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\chart-bar.vue", "Vue", 261, 0, 0, 0, 0, 0, 214, 8, 483
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\chart-col-menu.vue", "Vue", 114, 0, 0, 0, 0, 0, 3, 1, 118
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\chart-funnel.vue", "Vue", 132, 0, 0, 0, 0, 0, 0, 6, 138
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\chart-newTable.vue", "Vue", 602, 0, 0, 0, 0, 0, 164, 16, 782
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\chart-picture.vue", "Vue", 38, 0, 0, 0, 0, 0, 0, 6, 44
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\chart-pie.vue", "Vue", 138, 0, 0, 0, 0, 0, 201, 7, 346
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\chart-radar.vue", "Vue", 221, 0, 0, 0, 0, 0, 10, 18, 249
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\chart-search.vue", "Vue", 2459, 0, 0, 0, 0, 0, 175, 135, 2769
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\chart-tab.vue", "Vue", 171, 0, 0, 0, 0, 0, 5, 6, 182
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\chart-table.vue", "Vue", 2266, 0, 0, 0, 0, 0, 265, 51, 2582
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\chart-text.vue", "Vue", 158, 0, 0, 0, 0, 0, 4, 13, 175
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\chart-zhexiantu.vue", "Vue", 297, 0, 0, 0, 0, 0, 15, 15, 327
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\dataModel\controlInstProp.js", "JavaScript", 0, 0, 80, 0, 0, 0, 14, 19, 113
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\dropTree.vue", "Vue", 368, 0, 0, 0, 0, 0, 24, 14, 406
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\global.vue", "Vue", 14, 0, 0, 0, 0, 0, 0, 0, 14
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\indicatorDetailed.vue", "Vue", 163, 0, 0, 0, 0, 0, 3, 18, 184
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\modelItem.vue", "Vue", 98, 0, 0, 0, 0, 0, 0, 5, 103
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\newTableDesign.vue", "Vue", 683, 0, 0, 0, 0, 0, 123, 7, 813
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\noTabModels.vue", "Vue", 409, 0, 0, 0, 0, 0, 24, 8, 441
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\popMenu.vue", "Vue", 441, 0, 0, 0, 0, 0, 27, 20, 488
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\quillEditorModule.vue", "Vue", 0, 0, 0, 0, 0, 0, 129, 1, 130
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\quillEditorModuleFalse.vue", "Vue", 0, 0, 0, 0, 0, 0, 82, 1, 83
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\selectDate.vue", "Vue", 172, 0, 0, 0, 0, 0, 1, 4, 177
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\tabItem.vue", "Vue", 38, 0, 0, 0, 0, 0, 3, 2, 43
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\tableClumClickOpen.vue", "Vue", 23, 0, 0, 0, 0, 0, 0, 7, 30
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\tableClumControl\chart-table-clumn.vue", "Vue", 246, 0, 0, 0, 0, 0, 18, 19, 283
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\tableClumControl\tableHeadClumnEdit.vue", "Vue", 540, 0, 0, 0, 0, 0, 58, 32, 630
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\tableClumControl\tableHeadClumnEditNew.vue", "Vue", 977, 0, 0, 0, 0, 0, 35, 15, 1027
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\tableClumControl\tableHeadEditTool.vue", "Vue", 78, 0, 0, 0, 0, 0, 7, 5, 90
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\topTools.vue", "Vue", 86, 0, 0, 0, 0, 0, 5, 7, 98
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\umerationDrop.vue", "Vue", 381, 0, 0, 0, 0, 0, 3, 3, 387
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\viewSql.vue", "Vue", 62, 0, 0, 0, 0, 0, 1, 1, 64
"d:\work\项目\天源迪科\最新SVN项目地址\报表工具\所罗门\solomon_web\src\publicModule\wangeditorTmp.vue", "Vue", 104, 0, 0, 0, 0, 0, 54, 9, 167
"Total", "-", 72017, 169, 28785, 0, 169, 2, 10778, 9727, 121647
